Index,Degree,Strength,ASPL,LSPL,Clust Coeff,Betweeness,Eigenvector,PageRank
DTR,2.0,544.0,5.97539397,1.0,0.0,1.1e-7,1.15e-6,0.00016197
DTT,113.0,562513.5,3.00635886,1.0,0.22439949,0.01007732,0.09293929,0.00240639
DUB,52.0,159924.0,3.19408349,1.0,0.326546,0.00367878,0.06403782,0.00118734
DUD,3.0,7491.0,4.56151507,1.0,0.66666667,6.7e-7,9.506e-5,0.00017024
DUJ,2.0,608.0,4.14708322,1.0,1.0,0.0,0.00144649,0.00010705
DUR,11.0,43806.0,3.97843517,1.0,0.36363636,1.338e-5,0.00206102,0.00043393
DUS,110.0,215558.0,3.15869505,1.0,0.2381985,0.00291071,0.11022785,0.00208598
DUT,5.0,1399.0,4.21398949,1.0,0.1,0.00165837,0.00028373,0.00047329
DVL,1.0,361.0,5.04644733,1.0,0.0,0.0,2.454e-5,0.00010793
DVO,5.0,14009.0,3.86204036,1.0,0.6,1.891e-5,0.00151092,0.00021373
DWB,2.0,38.0,5.56870335,1.0,1.0,0.0,3.18e-6,0.00014136
DXB,100.0,209713.5,3.00801769,1.0,0.20606061,0.01540931,0.07793399,0.00236514
DYG,8.0,4224.5,3.93364667,1.0,0.89285714,6.0e-8,0.00274567,0.0001913
DYR,2.0,510.0,3.87779928,1.0,1.0,0.0,0.00212949,9.508e-5
DYU,2.0,140.0,4.55515621,1.0,0.0,5.8e-7,0.00026509,9.007e-5
DZA,6.0,1841.0,4.41885541,1.0,0.6,2.85e-5,0.00033412,0.00025977
EAA,1.0,50.0,4.89659939,1.0,0.0,0.0,2.578e-5,9.284e-5
EAE,2.0,27.0,5.0765828,1.0,0.0,0.0002764,1.778e-5,0.00016609
EAM,5.0,4358.0,4.089577,1.0,0.7,0.00016636,0.00181562,0.00017032
EAP,53.0,55660.5,3.42632015,1.0,0.48766328,0.00023545,0.06832995,0.00097452
EAR,4.0,741.0,4.18495991,1.0,0.5,0.00055294,0.0012677,0.00024498
EAS,2.0,3804.0,4.05280619,1.0,1.0,0.0,0.00349284,7.65e-5
EAT,2.0,1961.0,3.98064694,1.0,1.0,0.0,0.00116246,0.00011553
EAU,2.0,1802.0,4.0467238,1.0,1.0,0.0,0.00145265,9.345e-5
EBB,17.0,13463.0,3.53110312,1.0,0.23529412,0.00329378,0.00958373,0.00070084
EBD,5.0,326.0,4.55570915,1.0,0.2,0.0012885,0.00028518,0.00033063
EBJ,2.0,404.0,4.57146807,1.0,1.0,0.0,0.00045543,8.978e-5
EBO,2.0,19.0,5.10284766,1.0,1.0,0.0,9.98e-6,0.00018778
EBU,2.0,2039.0,3.58059165,1.0,1.0,0.0,0.00676264,8.039e-5
ECN,5.0,9223.0,3.97456456,1.0,0.7,7.0e-8,0.00393764,0.00014545
EDA,2.0,16.0,4.96488803,1.0,1.0,0.0,2.154e-5,0.00019596
EDI,23.0,80855.0,3.49322643,1.0,0.45849802,0.00184037,0.02689609,0.00054471
EDL,1.0,490.0,4.39535527,1.0,0.0,0.0,0.00046989,6.957e-5
EDR,2.0,90.0,4.46530274,1.0,1.0,0.0,8.991e-5,0.00014654
EEK,2.0,180.0,5.19657174,1.0,1.0,0.0,5.27e-6,0.00017035
EFL,2.0,458.0,4.04340614,1.0,1.0,0.0,0.00156786,0.00011213
EGC,2.0,348.0,3.68786287,1.0,1.0,0.0,0.00326102,0.00010794
EGE,1.0,513.0,4.18634227,1.0,0.0,0.0,0.00122189,6.659e-5
EGL,1.0,100.0,5.43295549,1.0,0.0,0.0,6.01e-6,0.00011394
EGM,3.0,142.0,5.28393696,1.0,1.0,0.0,4.34e-6,0.00024687
EGN,3.0,105.0,5.5512856,1.0,0.66666667,1.5e-7,1.545e-5,0.00018711
EGO,1.0,164.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
EGS,3.0,1022.0,4.32347249,1.0,0.66666667,0.00027617,0.00048865,0.00019223
EGX,2.0,112.0,5.20928947,1.0,0.0,0.00055294,5.13e-6,0.00024127
EHL,2.0,15.0,5.09842411,1.0,0.0,9.3e-7,1.388e-5,0.00014642
EHM,1.0,8.0,5.20928947,1.0,0.0,0.0,5.05e-6,0.00011334
EIN,6.0,4906.0,3.55543268,1.0,0.86666667,4.0e-7,0.01407801,0.00015138
EIS,7.0,7907.5,4.17970694,1.0,0.66666667,4.06e-6,0.00190372,0.00021189
EJA,1.0,611.0,4.26679569,1.0,0.0,0.0,0.00049531,7.201e-5
EJH,3.0,1089.0,4.09538291,1.0,1.0,0.0,0.00117762,0.00010971
EKO,3.0,2478.0,4.35250207,1.0,0.33333333,3.78e-6,0.00116182,0.00012575
ELC,5.0,450.0,5.43433785,1.0,0.4,3.151e-5,3.58e-6,0.00033795
ELD,2.0,496.0,3.95991153,1.0,0.0,0.00055294,0.00177273,0.00015245
ELE,2.0,133.0,4.37821399,1.0,1.0,0.0,0.00038774,0.00012547
ELF,3.0,396.0,4.55681504,1.0,0.66666667,0.00018276,0.000285,0.00016303
ELG,2.0,202.0,4.44705557,1.0,1.0,0.0,0.00075587,9.332e-5
ELH,5.0,1265.0,4.00055294,1.0,0.7,2.708e-5,0.00317454,0.0001822
ELI,4.0,555.0,5.20293061,1.0,0.33333333,0.00027674,5.45e-6,0.0002685
ELM,6.0,5672.0,3.92756428,1.0,0.86666667,4.4e-7,0.00659259,0.00015811
ELP,15.0,60758.0,3.56676804,1.0,0.67619048,3.661e-5,0.01561973,0.00034425
ELQ,9.0,5557.0,4.08598286,1.0,0.63888889,4.12e-6,0.00243739,0.00026232
ELS,4.0,7111.0,4.00801769,1.0,1.0,0.0,0.0012701,0.00017015
ELU,2.0,956.0,4.44705557,1.0,1.0,0.0,0.00084142,9.04e-5
ELV,1.0,8.0,4.90821122,1.0,0.0,0.0,2.6e-5,0.00010869
ELY,2.0,456.0,4.12496544,1.0,0.0,3.62e-6,0.00124132,9.592e-5
EMD,2.0,972.0,4.33757257,1.0,1.0,0.0,0.00019034,0.00013689
EMI,2.0,30.5,5.73596904,1.0,1.0,0.0,5.8e-7,0.00016922
EMK,5.0,249.0,4.20624827,1.0,0.6,0.00054745,0.00028902,0.00031445
EMN,1.0,79.0,4.67155101,1.0,0.0,0.0,0.00011534,7.137e-5
EMS,2.0,8.0,6.73679845,1.0,0.0,0.00027647,1.0e-8,0.00023525
EMX,2.0,15.0,5.1014653,1.0,0.0,1.4e-7,1.239e-5,0.00015049
ENA,1.0,3055.0,4.21730716,1.0,0.0,0.0,0.00027824,8.605e-5
ENY,2.0,100.0,3.99834117,1.0,1.0,0.0,0.00128075,8.137e-5
EOI,3.0,24.0,5.57727398,1.0,0.66666667,8.0e-8,6.84e-6,0.00019805
EPL,1.0,152.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
EPR,2.0,650.0,4.37074924,1.0,1.0,0.0,0.00016026,0.00014258
EPS,1.0,210.0,4.39259054,1.0,0.0,0.0,0.00041478,6.383e-5
EQS,5.0,669.0,4.10229472,1.0,0.5,0.00055229,0.00068342,0.00027304
ERC,1.0,396.0,4.48963229,1.0,0.0,0.0,0.00061373,6.888e-5
ERF,14.0,3042.0,3.93641139,1.0,0.87912088,1.9e-7,0.01539018,0.00026349
ERI,3.0,5891.0,3.99585292,1.0,1.0,0.0,0.00430458,9.613e-5
ERZ,2.0,2496.0,3.97843517,1.0,1.0,0.0,0.0025201,8.901e-5
ESC,5.0,1522.0,4.41498479,1.0,0.3,6.0e-7,0.00115583,0.0001699
ESD,5.0,1187.0,3.97871164,1.0,0.5,0.00027651,0.00120613,0.00025349
ESL,1.0,160.0,3.87807575,1.0,0.0,0.0,0.00207282,6.461e-5
ESR,1.0,620.0,5.49405585,1.0,0.0,0.0,5.8e-6,9.332e-5
ESU,1.0,90.0,4.27232513,1.0,0.0,0.0,0.00090776,6.105e-5
ETH,4.0,14173.5,3.83052253,1.0,0.66666667,2.076e-5,0.00358358,0.00014891
ETZ,8.0,3984.5,3.68371579,1.0,0.92857143,4.83e-6,0.00775862,0.00018841
EUA,1.0,114.0,4.93226431,1.0,0.0,0.0,2.135e-5,8.79e-5
EUG,6.0,14763.0,3.64888029,1.0,1.0,0.0,0.00759956,0.00017567
EUN,4.0,1099.0,4.24467791,1.0,0.5,1.673e-5,0.00194348,0.00013563
EUX,2.0,820.0,4.42549074,1.0,1.0,0.0,0.00033007,0.00010983
EVE,5.0,9597.0,4.27785458,1.0,0.9,1.2e-7,0.00114298,0.00022453
EVG,1.0,270.0,5.07188278,1.0,0.0,0.0,2.724e-5,0.00010941
EVN,38.0,8623.5,3.44954382,1.0,0.31578947,0.00061365,0.03336657,0.00085276
EVV,10.0,9043.0,3.71385126,1.0,0.71111111,7.971e-5,0.01258802,0.00024738
EWB,2.0,414.0,4.70141001,1.0,1.0,0.0,0.00013798,9.594e-5
EWN,2.0,2403.0,4.15067736,1.0,1.0,0.0,0.00234012,7.726e-5
EXI,1.0,5.0,4.90821122,1.0,0.0,0.0,2.6e-5,0.00010869
EXM,1.0,20.0,5.36743157,1.0,0.0,0.0,2.97e-6,9.885e-5
EXT,4.0,2050.0,4.17279513,1.0,0.66666667,1.9e-7,0.00285435,0.00011745
EYL,2.0,96.0,4.64694498,1.0,1.0,0.0,0.00012765,0.00012299
EYP,1.0,928.5,4.26679569,1.0,0.0,0.0,0.00049531,7.201e-5
EYW,6.0,7889.5,3.970141,1.0,0.86666667,4.0e-7,0.00591977,0.00015774
EZS,2.0,751.0,3.97843517,1.0,1.0,0.0,0.0025201,8.901e-5
FAE,3.0,1702.0,3.89466409,1.0,0.66666667,3.41e-6,0.00259134,0.00011488
FAI,34.0,14880.0,3.89687586,1.0,0.04991087,0.01989133,0.00145119,0.00206121
FAJ,3.0,522.0,4.58833287,1.0,0.66666667,1.0e-7,0.00031604,0.00012573
FAO,22.0,19280.5,3.5283384,1.0,0.65800866,1.986e-5,0.03248352,0.00041891
FAR,3.0,8323.0,3.77578103,1.0,1.0,0.0,0.00505429,0.00010778
FAT,10.0,17362.5,3.60823887,1.0,0.86666667,3.597e-5,0.01115088,0.00026753
FAV,2.0,138.0,4.51700304,1.0,1.0,0.0,8.975e-5,0.00014012
FAY,2.0,5086.0,3.91180536,1.0,1.0,0.0,0.00356339,7.899e-5
FBM,6.0,1890.0,3.99115289,1.0,0.46666667,0.00012751,0.00129863,0.00027145
FCA,7.0,5817.0,3.97124689,1.0,0.85714286,2.6e-7,0.00245431,0.00023379
FDE,2.0,1369.0,4.28587227,1.0,1.0,0.0,0.00124886,9.206e-5
FDF,14.0,21722.0,3.63035665,1.0,0.28571429,0.00114684,0.00630229,0.00042436
FDH,12.0,4562.0,3.66049212,1.0,0.96969697,2.0e-8,0.0179795,0.0002344
FEG,2.0,1510.0,4.19823058,1.0,1.0,0.0,0.00076446,9.975e-5
FEJ,1.0,57.0,5.89715234,1.0,0.0,0.0,2.28e-6,9.629e-5
FEN,3.0,1783.0,4.57008571,1.0,1.0,0.0,0.00027181,0.00012687
FEZ,2.0,1390.5,3.68509815,1.0,1.0,0.0,0.00411086,8.171e-5
FHU,1.0,361.0,4.18744816,1.0,0.0,0.0,0.00127087,6.197e-5
FIE,1.0,40.0,5.48465579,1.0,0.0,0.0,1.349e-5,8.543e-5
FIH,20.0,7483.0,3.73209842,1.0,0.28421053,0.00347502,0.00668844,0.00070576
FIN,1.0,16.0,7.72601604,1.0,0.0,0.0,0.0,0.0001513
FIZ,2.0,120.0,5.33259607,1.0,0.0,0.00124781,6.52e-6,0.0001767
FJR,7.0,674.0,4.13657727,1.0,0.71428571,5.0e-7,0.00255342,0.00018939
FKB,1.0,468.0,4.33674316,1.0,0.0,0.0,0.00170209,5.765e-5
FKL,2.0,475.0,4.14708322,1.0,1.0,0.0,0.00144649,0.00010705
FKS,6.0,10016.0,3.77937517,1.0,0.93333333,2.5e-7,0.00313363,0.00018275
FLA,1.0,885.0,5.26375449,1.0,0.0,0.0,9.88e-6,9.243e-5
FLG,1.0,1559.0,4.18744816,1.0,0.0,0.0,0.00127087,6.197e-5
FLL,56.0,207385.5,3.26679569,1.0,0.39415584,0.00236353,0.05372335,0.00124653
FLN,8.0,20308.0,4.02902958,1.0,0.46428571,4.315e-5,0.00172718,0.00033689
FLO,2.0,2438.0,3.91180536,1.0,1.0,0.0,0.00356339,7.899e-5
FLR,20.0,40191.5,3.50456179,1.0,0.60526316,4.507e-5,0.03133558,0.0004015
FLS,3.0,459.0,4.29665469,1.0,1.0,0.0,0.00016204,0.00016081
FLW,3.0,374.0,5.24633674,1.0,0.66666667,2.8e-7,4.226e-5,0.00019598
FMA,2.0,1596.0,4.10782416,1.0,1.0,0.0,0.00065604,0.00013105
FMN,3.0,2166.0,4.13408902,1.0,1.0,0.0,0.00300769,0.00011134
FMO,22.0,18785.0,3.51119712,1.0,0.74458874,9.85e-6,0.03217191,0.00040455
FMY,26.0,59885.0,3.36604921,1.0,0.78461538,9.991e-5,0.03971791,0.00052253
FNA,5.0,978.0,4.30411944,1.0,0.7,6.0e-7,0.0017066,0.00015187
FNC,17.0,15040.0,3.50235001,1.0,0.65441176,0.00028455,0.02787562,0.00037537
FNI,2.0,4516.0,3.58059165,1.0,1.0,0.0,0.00676264,8.039e-5
FNJ,6.0,1024.0,3.68233343,1.0,0.46666667,1.053e-5,0.00470873,0.00017417
FNT,8.0,10091.5,3.76029859,1.0,0.82142857,4.03e-6,0.00926001,0.0001975
FOC,28.0,38258.0,3.7522809,1.0,0.63756614,9.66e-6,0.00562781,0.0005597
FOD,1.0,884.0,5.04644733,1.0,0.0,0.0,2.454e-5,0.00010793
FOG,4.0,788.0,3.76499862,1.0,0.5,0.00055294,0.00474791,0.00016332
FON,1.0,63.0,4.56372685,1.0,0.0,0.0,0.00030681,7.621e-5
FOR,16.0,36180.0,3.67044512,1.0,0.34166667,0.00239895,0.00734258,0.00053724
FPO,10.0,13428.5,3.95355267,1.0,0.8,4.05e-6,0.01053421,0.00023093
FRA,237.0,697513.5,2.68288637,1.0,0.11696346,0.06557771,0.1955994,0.00491882
FRB,2.0,216.0,5.23223666,1.0,0.0,0.00055294,5.16e-6,0.00025624
FRC,2.0,700.0,4.09925353,1.0,1.0,0.0,0.00095644,0.00010735
FRD,7.0,1711.0,3.97788222,1.0,0.42857143,0.00073729,0.00122794,0.00034741
FRE,1.0,37.0,5.28531933,1.0,0.0,0.0,4.19e-6,0.00010874
FRO,2.0,2712.0,4.28587227,1.0,1.0,0.0,0.00124886,9.206e-5
FRS,4.0,3251.0,4.18938347,1.0,0.33333333,3.658e-5,0.00126826,0.00015262
FRU,17.0,5637.0,3.65800387,1.0,0.39705882,0.00014818,0.0110918,0.00042899
FRW,1.0,294.0,5.00276472,1.0,0.0,0.0,2.193e-5,8.864e-5
FSC,3.0,2146.0,3.68592756,1.0,0.66666667,1.0e-8,0.00511255,9.787e-5
FSD,4.0,11421.0,3.77273984,1.0,1.0,0.0,0.00643619,0.00012711
FSM,2.0,4124.0,3.94940558,1.0,1.0,0.0,0.00281584,8.08e-5
FSP,5.0,330.0,4.059718,1.0,0.6,3.483e-5,0.0016834,0.00019653
FTA,3.0,27.0,6.07409455,1.0,0.66666667,8.0e-8,3.5e-7,0.00022947
FTU,4.0,957.0,4.58584462,1.0,0.33333333,0.00027676,0.00010881,0.00025271
FUE,26.0,22822.0,3.58888582,1.0,0.65846154,1.725e-5,0.02953682,0.00046193
FUG,1.0,290.0,4.75698092,1.0,0.0,0.0,8.689e-5,6.02e-5
FUJ,2.0,3528.0,4.46253801,1.0,0.0,2.0e-8,0.00030368,9.111e-5
FUK,41.0,252042.0,3.46336743,1.0,0.27439024,0.00158578,0.01241787,0.00111413
FUN,1.0,60.0,5.41774952,1.0,0.0,0.0,2.37e-6,0.0001095
FUT,1.0,95.0,5.39590821,1.0,0.0,0.0,4.41e-6,9.538e-5
FVL,2.0,5.0,7.32679016,1.0,0.0,7.6e-7,0.0,0.00021935
FWA,10.0,14313.0,3.65358032,1.0,1.0,0.0,0.01633777,0.00022736
FYU,6.0,737.0,4.89466409,1.0,0.46666667,0.00046076,2.725e-5,0.00038397
FYV,7.0,14024.0,3.72408073,1.0,1.0,0.0,0.01007346,0.00017539
GAF,2.0,140.0,4.37130218,1.0,1.0,0.0,0.00178469,7.562e-5
GAJ,4.0,6524.0,3.77578103,1.0,0.83333333,1.0e-8,0.0028332,0.00013836
GAL,9.0,1049.0,4.20071883,1.0,0.41666667,0.00139523,0.00031192,0.00048774
GAM,3.0,439.0,5.20348355,1.0,0.66666667,8.0e-8,5.35e-6,0.00020675
GAN,2.0,592.0,4.44816146,1.0,1.0,0.0,0.00039916,0.00011533
GAO,1.0,288.0,4.19878352,1.0,0.0,0.0,0.00076463,6.558e-5
GAQ,1.0,97.5,6.64418026,1.0,0.0,0.0,4.0e-8,0.00012778
GAR,3.0,32.0,5.72380426,1.0,0.0,1.651e-5,6.1e-7,0.00023782
GAU,6.0,8437.0,4.11114183,1.0,0.4,4.536e-5,0.00103892,0.00026666
GAX,1.0,148.0,5.5015206,1.0,0.0,0.0,5.21e-6,9.802e-5
GBD,2.0,380.0,4.38291402,1.0,1.0,0.0,0.00097661,9.65e-5
GBE,4.0,3895.0,4.00304119,1.0,0.33333333,0.00055358,0.00123495,0.00022134
GBJ,1.0,361.0,4.55432679,1.0,0.0,0.0,0.00014689,6.918e-5
GBL,2.0,72.0,4.76969865,1.0,1.0,0.0,5.388e-5,0.00014828
GCC,1.0,570.0,4.18634227,1.0,0.0,0.0,0.00122189,6.659e-5
GCI,11.0,12055.0,3.59469173,1.0,0.47272727,0.00019648,0.01318688,0.00026574
GCK,4.0,722.0,4.18191872,1.0,0.66666667,5.9e-6,0.00219998,0.0001643
GCM,12.0,14569.0,3.81946364,1.0,0.51515152,0.00294345,0.01261705,0.00035062
GCN,2.0,590.0,4.12496544,1.0,0.0,0.00055294,0.00122107,0.00015024
GDE,4.0,300.0,5.42797899,1.0,0.66666667,1.5e-7,7.97e-6,0.00027044
GDL,37.0,103151.0,3.54492673,1.0,0.29129129,0.00079499,0.01947453,0.00087852
GDN,5.0,4959.0,3.59496821,1.0,1.0,0.0,0.01050496,0.00013089
GDQ,5.0,1540.0,4.43157313,1.0,0.5,0.00055293,0.00035764,0.00028276
GDT,4.0,1551.5,4.65634504,1.0,0.33333333,0.00055332,0.00013839,0.00024995
GDV,2.0,351.5,5.90047,1.0,0.0,1.1e-7,3.84e-6,0.00015549
GDX,5.0,1678.0,3.87420514,1.0,0.3,0.00064903,0.00227038,0.00022619
GDZ,2.0,288.0,3.87779928,1.0,1.0,0.0,0.00219104,8.663e-5
GEG,16.0,47121.0,3.61155654,1.0,0.66666667,4.938e-5,0.01389679,0.00042038
GEL,2.0,510.0,5.01105889,1.0,1.0,0.0,4.65e-5,0.00012966
GEO,4.0,5423.0,3.70389826,1.0,0.66666667,5.05e-6,0.00343903,0.00012823
GER,1.0,1008.0,4.19878352,1.0,0.0,0.0,0.00076463,6.558e-5
GES,2.0,2793.0,4.11998894,1.0,1.0,0.0,0.00053558,0.000111
GET,5.0,1483.0,4.36826099,1.0,0.5,0.001658,0.00016622,0.00033746
GEV,3.0,1030.0,4.0716063,1.0,1.0,0.0,0.00159185,0.00014644
GEW,2.0,8.0,6.73679845,1.0,0.0,0.00027647,1.0e-8,0.00023525
GFF,4.0,1210.0,4.23444844,1.0,0.5,2.3e-7,0.00030897,0.0002185
GFK,2.0,3604.0,4.0467238,1.0,0.0,0.00027627,0.00138196,0.00012959
GFN,2.0,720.0,4.23500138,1.0,1.0,0.0,0.00029943,0.00011607
GGG,1.0,1190.0,3.96046447,1.0,0.0,0.0,0.00177217,6.179e-5
GGS,4.0,60.0,6.09344761,1.0,0.0,1.46e-6,6.8e-7,0.00031567
GGT,3.0,821.5,4.00110589,1.0,1.0,0.0,0.00310861,0.00010947
GGW,2.0,287.5,4.90212884,1.0,1.0,0.0,8.639e-5,0.00013612
GHA,9.0,3019.0,4.44456732,1.0,0.52777778,1.16e-6,0.00100384,0.0003033
GHB,4.0,1134.5,4.00082942,1.0,1.0,0.0,0.003165,0.00014042
GHE,2.0,57.0,4.37821399,1.0,1.0,0.0,0.00038774,0.00012547
GHT,1.0,132.0,5.02930605,1.0,0.0,0.0,4.756e-5,7.27e-5
GIB,1.0,1860.0,3.63560962,1.0,0.0,0.0,0.00355954,5.973e-5
GIC,3.0,105.0,5.45894388,1.0,0.66666667,1.8e-7,1.66e-6,0.00021191
GIL,1.0,792.0,4.23887199,1.0,0.0,0.0,0.00057167,6.568e-5
GIS,2.0,1168.5,4.25103677,1.0,1.0,0.0,0.00022434,0.00011566
GIZ,8.0,7665.0,4.08598286,1.0,0.64285714,0.0001934,0.00227762,0.00024479
GJA,1.0,756.0,5.80259884,1.0,0.0,0.0,8.38e-6,9.484e-5
GJL,1.0,1278.0,4.44733204,1.0,0.0,0.0,0.00073629,6.447e-5
GJM,2.0,190.0,5.08321814,1.0,0.0,0.00055294,1.901e-5,0.0001941
GJT,3.0,4454.0,4.09344761,1.0,1.0,0.0,0.00330319,0.00010988
GKA,4.0,2012.0,4.73873376,1.0,1.0,0.0,3.154e-5,0.00026032
GLA,36.0,91377.5,3.36079624,1.0,0.2968254,0.00332637,0.0339175,0.00089002
GLF,1.0,189.0,4.56372685,1.0,0.0,0.0,0.00030681,7.621e-5
GLH,2.0,1049.0,4.2756428,1.0,1.0,0.0,0.00119327,8.142e-5
GLI,3.0,342.0,5.18385402,1.0,1.0,0.0,1.437e-5,0.00018254
GLT,3.0,2504.0,4.3372961,1.0,1.0,0.0,0.00021124,0.00016279
GLV,2.0,555.0,6.20182472,1.0,0.0,8.0e-8,1.9e-7,0.00015812
GMB,1.0,150.0,5.42963782,1.0,0.0,0.0,6.24e-6,9.825e-5
GMI,2.0,18.0,5.72961017,1.0,1.0,0.0,5.7e-7,0.00015846
GMR,2.0,66.0,4.51700304,1.0,1.0,0.0,8.966e-5,0.00014614
GNB,1.0,2398.0,3.68813934,1.0,0.0,0.0,0.0032031,6.212e-5
GND,10.0,7601.0,3.50262649,1.0,0.64444444,8.072e-5,0.0084345,0.00025377
GNI,1.0,532.0,5.06635333,1.0,0.0,0.0,9.57e-6,9.056e-5
GNU,2.0,126.0,5.19657174,1.0,0.0,0.00027617,5.18e-6,0.00018096
GNV,2.0,3840.0,3.91180536,1.0,1.0,0.0,0.00356339,7.899e-5
GOA,12.0,16062.0,3.54492673,1.0,0.56060606,2.282e-5,0.01814128,0.00026367
GOB,2.0,200.0,4.43323196,1.0,0.0,0.00055294,0.00033847,0.00017058
GOE,3.0,388.5,6.7243572,1.0,0.33333333,1.86e-6,3.0e-8,0.00024797
GOH,4.0,1144.0,4.88443461,1.0,0.5,1.762e-5,6.748e-5,0.00027196
GOI,8.0,10366.0,4.05225325,1.0,0.5,7.26e-6,0.00265184,0.00024505
GOJ,7.0,1568.0,3.61266243,1.0,0.52380952,3.872e-5,0.00654918,0.00019468
GOM,2.0,68.0,4.91069947,1.0,0.0,0.00110558,5.422e-5,0.0001844
GON,1.0,494.0,4.12330661,1.0,0.0,0.0,0.00158774,5.909e-5
GOR,3.0,126.0,4.43157313,1.0,1.0,0.0,0.00035084,0.0001821
GOT,26.0,66730.5,3.46779099,1.0,0.57230769,0.00027162,0.03926108,0.00057037
GOU,2.0,519.0,4.63809787,1.0,1.0,0.0,0.00012083,0.00011213
GOV,5.0,2264.0,4.43654963,1.0,0.4,0.00103579,0.0001439,0.00030467
GPB,2.0,360.0,5.0846005,1.0,0.0,2.35e-6,2.786e-5,0.00013984
GPI,1.0,54.0,4.99723528,1.0,0.0,0.0,4.936e-5,8.207e-5
GPN,2.0,156.0,4.76969865,1.0,1.0,0.0,5.388e-5,0.00014828
GPO,2.0,276.0,4.10782416,1.0,1.0,0.0,0.00065604,0.00013105
GPT,8.0,11821.0,3.67431573,1.0,0.71428571,0.00010384,0.01085454,0.00021152
GPZ,1.0,714.0,5.04644733,1.0,0.0,0.0,2.454e-5,0.00010793
GRB,8.0,13924.5,3.7641692,1.0,0.85714286,3.1e-7,0.00827444,0.00020226
GRI,5.0,864.5,4.18468344,1.0,0.4,0.00055317,0.00128943,0.00029548
GRJ,4.0,4327.0,4.00801769,1.0,1.0,0.0,0.0012701,0.00017015
GRL,3.0,32.0,5.73154548,1.0,0.0,0.00028242,5.5e-7,0.00024796
GRO,1.0,550.0,4.06386508,1.0,0.0,0.0,0.0019086,5.976e-5
GRR,19.0,34351.5,3.55875035,1.0,0.83040936,1.49e-5,0.02585392,0.00040047
GRW,1.0,452.0,5.24716616,1.0,0.0,0.0,2.095e-5,9.07e-5
GRX,3.0,6376.0,4.04921205,1.0,1.0,0.0,0.00440838,9.222e-5
GRY,1.0,57.0,5.3223666,1.0,0.0,0.0,8.84e-6,9.811e-5
GRZ,9.0,9226.0,3.65855682,1.0,0.75,3.6e-7,0.0137146,0.00019701
GSO,17.0,54473.0,3.58003871,1.0,0.95588235,1.13e-6,0.0269924,0.00035002
GSP,15.0,35099.5,3.58031518,1.0,0.9047619,1.108e-5,0.02387166,0.00032303
GST,1.0,195.0,4.90821122,1.0,0.0,0.0,2.6e-5,0.00010869
GTE,4.0,306.0,4.43710257,1.0,0.5,0.00100486,0.00014383,0.00025852
GTF,8.0,7314.0,3.91595245,1.0,0.82142857,4.35e-6,0.00381129,0.00025751
GUA,17.0,29702.5,3.46640863,1.0,0.48529412,0.00122418,0.01572267,0.00049052
GUB,1.0,76.0,4.63837434,1.0,0.0,0.0,0.00015725,6.338e-5
GUC,1.0,651.0,4.18634227,1.0,0.0,0.0,0.00122189,6.659e-5
GUD,2.0,113.0,5.6447332,1.0,1.0,0.0,2.27e-6,0.00019665
GUH,2.0,192.0,4.23472491,1.0,0.0,0.00055294,0.00029021,0.00017608
GUI,2.0,168.0,5.2676251,1.0,0.0,1.0e-7,2.659e-5,0.00013163
GUM,22.0,41121.0,3.54603262,1.0,0.32467532,0.00297876,0.007058,0.00073361
GUP,1.0,342.0,4.42272602,1.0,0.0,0.0,0.00051494,6.57e-5
GUR,9.0,668.5,4.73873376,1.0,0.16666667,0.0044256,3.3e-5,0.00064531
GUW,3.0,728.0,4.06994747,1.0,0.33333333,2.3e-7,0.00295835,9.954e-5
GVA,63.0,125264.5,3.23831905,1.0,0.43215566,0.00049672,0.08251245,0.00120932
GVI,2.0,114.0,6.73403373,1.0,0.0,1.07e-6,2.0e-8,0.00019277
GVR,4.0,1200.0,4.09814764,1.0,0.33333333,0.00062035,0.00097035,0.00022133
GWD,7.0,748.0,4.27038983,1.0,0.57142857,1.35e-5,0.00109276,0.00023378
GWL,2.0,476.0,4.12109483,1.0,1.0,0.0,0.00083582,9.99e-5
GWT,3.0,218.0,4.14487144,1.0,0.66666667,1.0e-8,0.00392975,9.035e-5
GWY,1.0,1360.0,4.19380702,1.0,0.0,0.0,0.00113743,6.08e-5
GXF,5.0,882.0,4.05805917,1.0,0.8,1.948e-5,0.00238893,0.00015825
GYA,2.0,695.5,5.84904617,1.0,1.0,0.0,2.14e-6,0.00016397
GYE,14.0,19152.5,3.58695051,1.0,0.67032967,0.00020047,0.01192815,0.00041412
GYI,2.0,66.5,4.76112801,1.0,1.0,0.0,7.432e-5,0.00013451
GYL,2.0,73.0,4.36881393,1.0,1.0,0.0,0.00016137,0.00013919
GYM,3.0,1725.0,4.18247166,1.0,0.66666667,4.0e-7,0.00149431,0.00010729
GYN,7.0,18180.0,4.08874758,1.0,0.57142857,4.61e-6,0.00108135,0.00028835
GYS,1.0,290.0,4.31628421,1.0,0.0,0.0,0.00027179,6.261e-5
GZA,10.0,3010.0,3.70528062,1.0,0.64444444,1.67e-5,0.01155044,0.00024264
GZM,1.0,1095.0,4.3721316,1.0,0.0,0.0,0.00116892,5.917e-5
